id;municipio;poblacion_total;poblacion_mayores;proporcion_mayores
19031;Angón;8;3;37.5
42208;Villar del Campo;24;9;37.5
34024;Baquerín de Campos;24;9;37.5
9178;Ibrillos;32;12;37.5
26121;Rabanera;32;12;37.5
50149;Luesma;40;15;37.5
31033;Aria;48;18;37.5
9079;Castellanos de Castro;48;18;37.5
34213;Villalaco;56;21;37.5
9419;Valluércanes;64;24;37.5
42027;Arévalo de la Sierra;72;27;37.5
47022;Bocos de Duero;80;30;37.5
34196;Valle de Cerrato;80;30;37.5
5218;San Miguel de Serrezuela;104;39;37.5
9343;Santa Cecilia;104;39;37.5
34152;Revenga de Campos;136;51;37.5
4023;Beires;144;54;37.5
9030;Ausines, Los;160;60;37.5
40020;Arcones;192;72;37.5
26087;Leiva;248;93;37.5
10137;Palomero;408;153;37.5
27021;Xermade;1716;644;37.53
40110;Lastras de Cuéllar;317;119;37.54
36013;Covelo;2524;948;37.56
34215;Villalcázar de Sirga;173;65;37.57
16099;Hinojosa, La;189;71;37.57
37313;Sotoserrano;527;198;37.57
24025;Burón;290;109;37.59
9409;Valle de Manzanedo;125;47;37.6
12103;Serratella, la;109;41;37.61
37161;Horcajo de Montemayor;109;41;37.61
44228;Torremocha de Jiloca;109;41;37.61
24032;Campazas;109;41;37.61
50116;Fuentes de Jiloca;218;82;37.61
43099;Palma d'Ebre, La;335;126;37.61
10003;Acebo;577;217;37.61
9129;Fresneda de la Sierra Tirón;101;38;37.62
50194;Olvés;101;38;37.62
37124;Endrinal;202;76;37.62
24114;Pola de Gordón, La;2860;1076;37.62
5215;San Martín de la Vega del Alberche;162;61;37.65
47024;Bolaños de Campos;247;93;37.65
12110;Teresa;247;93;37.65
49019;Barcial del Barco;247;93;37.65
37155;Guijo de Ávila;77;29;37.66
44187;Portellada, La;239;90;37.66
5237;Solana de Rioalmar;146;55;37.67
50245;Sigüés;69;26;37.68
5118;Mancera de Arriba;69;26;37.68
40183;San Miguel de Bernuy;138;52;37.68
6096;Orellana de la Sierra;276;104;37.68
24185;Val de San Lorenzo;499;188;37.68
33027;Grandas de Salime;759;286;37.68
15090;Vilasantar;1231;464;37.69
16123;Masegosa;61;23;37.7
19213;Pedregal, El;61;23;37.7
31222;Sarriés/Sartze;61;23;37.7
44240;Valbona;191;72;37.7
24218;Villanueva de las Manzanas;496;187;37.7
15010;Boimorto;1830;690;37.7
31118;Goñi;175;66;37.71
5179;Papatrigo;220;83;37.73
45152;San Martín de Pusa;591;223;37.73
45172;Torrico;697;263;37.73
47125;Pozuelo de la Orden;53;20;37.74
40028;Bercial;106;40;37.74
37162;Horcajo Medianero;212;80;37.74
4059;Lubrín;1427;539;37.77
19237;Rillo de Gallo;45;17;37.78
25071;Cava;45;17;37.78
31046;Barbarin;45;17;37.78
50138;Lechón;45;17;37.78
22139;Laperdiguera;90;34;37.78
2013;Balsa de Ves;135;51;37.78
10158;Robledillo de Trujillo;352;133;37.78
34214;Villalba de Guardo;201;76;37.81
9363;Sasamón;931;352;37.81
32053;Oímbra;1706;645;37.81
49164;Pozuelo de Tábara;156;59;37.82
31146;Leache/Leatxe;37;14;37.84
49086;Gallegos del Pan;111;42;37.84
9043;Barrios de Bureba, Los;185;70;37.84
25098;Gavet de la Conca;259;98;37.84
47054;Cogeces del Monte;634;240;37.85
44097;Escorihuela;140;53;37.86
27043;Páramo, O;1302;493;37.86
50280;Vera de Moncayo;314;119;37.9
10207;Villa del Campo;438;166;37.9
27007;Begonte;2886;1094;37.91
43041;Caseres;240;91;37.92
16259;Villar del Infantado;29;11;37.93
19329;Yélamos de Abajo;58;22;37.93
19335;Zorita de los Canes;58;22;37.93
34124;Payo de Ojeda;58;22;37.93
16051;Cañaveruelas;116;44;37.93
40092;Fuentidueña;145;55;37.93
42119;Monteagudo de las Vicarías;174;66;37.93
49052;Coomonte;174;66;37.93
12065;Gaibiel;195;74;37.95
50167;Mezalocha;224;85;37.95
47097;Mota del Marqués;332;126;37.95
45073;Herreruela de Oropesa;332;126;37.95
16165;Poyatos;79;30;37.97
5099;Horcajo de las Torres;453;172;37.97
43101;Passanant i Belltall;179;68;37.99
44007;Alba;179;68;37.99
40099;Honrubia de la Cuesta;50;19;38
9032;Avellanosa de Muñó;100;38;38
10215;Villasbuenas de Gata;400;152;38
34169;Santervás de la Vega;400;152;38
49005;Alfaraz de Sayago;121;46;38.02
50117;Gallocanta;121;46;38.02
50249;Tabuenca;313;119;38.02
16056;Cardenete;476;181;38.03
42132;Noviercas;163;62;38.04
34903;Loma de Ucieza;184;70;38.04
37254;Pitiegua;184;70;38.04
19168;Mandayona;302;115;38.08
9068;Cantabrana;21;8;38.1
9120;Encío;42;16;38.1
37309;Sierpe, La;42;16;38.1
44130;Jorcas;42;16;38.1
47126;Puras;42;16;38.1
49002;Abezames;63;24;38.1
50019;Alforque;63;24;38.1
24178;Valdemora;63;24;38.1
19258;Solanillos del Extremo;84;32;38.1
5185;Peñalba de Ávila;105;40;38.1
37186;Mata de Ledesma, La;105;40;38.1
5147;Narros del Castillo;147;56;38.1
13059;Navalpino;210;80;38.1
37127;Espeja;210;80;38.1
24036;Candín;278;106;38.13
24119;Priaranza del Bierzo;729;278;38.13
50236;Santa Cruz de Grío;97;37;38.14
31008;Aguilar de Codés;76;29;38.16
50098;Encinacorba;186;71;38.17
44235;Tramacastilla;110;42;38.18
16063;Casas de Guijarro;110;42;38.18
37349;Vídola, La;110;42;38.18
9432;Villafruela;144;55;38.19
42123;Morón de Almazán;199;76;38.19
24024;Burgo Ranero, El;686;262;38.19
25097;Fulleda;89;34;38.2
37030;Añover de Tormes;89;34;38.2
34073;Fresno del Río;178;68;38.2
27046;Pol;1563;597;38.2
22076;Canal de Berdún;335;128;38.21
24145;San Emiliano;602;230;38.21
41057;Madroño, El;293;112;38.23
3078;Hondón de los Frailes;1300;497;38.23
15061;Ortigueira;5558;2125;38.23
19318;Villanueva de Argecilla;34;13;38.24
42013;Aldehuela de Periáñez;34;13;38.24
9298;Quintanilla San García;68;26;38.24
34243;Villoldo;332;127;38.25
22014;Alcalá de Gurrea;230;88;38.26
37330;Valdecarros;311;119;38.26
37332;Valdehijaderos;81;31;38.27
9473;Villegas;81;31;38.27
10132;Navalvillar de Ibor;371;142;38.27
39033;Herrerías;593;227;38.28
15045;Mazaricos;3699;1416;38.28
49037;Carbellino;188;72;38.3
47147;San Pablo de la Moraleja;107;41;38.32
4033;Castro de Filabres;107;41;38.32
44178;Parras de Castellote, Las;60;23;38.33
49158;Piñero, El;227;87;38.33
49147;Peleagonzalo;300;115;38.33
34185;Triollo;73;28;38.36
46252;Vallanca;146;56;38.36
50902;Marracos;86;33;38.37
24180;Valdepolo;1191;457;38.37
3067;Fageca;99;38;38.38
9112;Coruña del Conde;99;38;38.38
5225;Santa María del Berrocal;370;142;38.38
49024;Bóveda de Toro, La;659;253;38.39
2020;Carcelén;487;187;38.4
26123;Redal, El;151;58;38.41
50901;Biel;164;63;38.41
33072;Teverga;1559;599;38.42
16046;Cañada del Hoyo;242;93;38.43
42106;Losilla, La;13;5;38.46
42140;Portillo de Soria;13;5;38.46
19104;Chequilla;13;5;38.46
22106;Fago;26;10;38.46
37165;Iruelos;26;10;38.46
44239;Valacloche;26;10;38.46
47137;Roturas;26;10;38.46
8093;Gisclareny;26;10;38.46
19182;Mierla, La;39;15;38.46
31103;Ezprogui;52;20;38.46
37257;Pozos de Hinojo;52;20;38.46
37348;Ventosa del Río Almar;104;40;38.46
9098;Cerezo de Río Tirón;494;190;38.46
45022;Buenaventura;369;142;38.48
16266;Villarejo-Periesteban;382;147;38.48
10167;Santa Cruz de Paniagua;278;107;38.49
50255;Tobed;200;77;38.5
10056;Casas de Millán;548;211;38.5
9154;Hacinas;148;57;38.51
44257;Villar del Cobo;161;62;38.51
9232;Neila;122;47;38.52
22229;Tolva;122;47;38.52
45103;Mohedas de la Jara;392;151;38.52
10029;Berzocana;392;151;38.52
16209;Torralba;109;42;38.53
46099;Cortes de Pallás;763;294;38.53
50238;Santa Eulalia de Gállego;96;37;38.54
22128;Ilche;192;74;38.54
44027;Arens de Lledó;205;79;38.54
25020;Almatret;301;116;38.54
26038;Canales de la Sierra;83;32;38.55
27003;Antas de Ulla;1878;724;38.55
33046;Peñamellera Alta;529;204;38.56
37280;Sanchón de la Ribera;70;27;38.57
8021;Bellprat;70;27;38.57
42166;Santa Cruz de Yanguas;57;22;38.6
47029;Cabreros del Monte;57;22;38.6
4026;Benitagla;57;22;38.6
3022;Benasau;171;66;38.6
40139;Navafría;285;110;38.6
50077;Castejón de Valdejasa;202;78;38.61
40135;Muñopedro;303;117;38.61
36016;Dozón;1119;432;38.61
10210;Villamiel;435;168;38.62
42046;Calatañazor;44;17;38.64
49169;Quintanilla del Olmo;44;17;38.64
50172;Monreal de Ariza;176;68;38.64
36047;Rodeiro;2273;879;38.67
19170;Maranchón;212;82;38.68
49046;Cerecinos de Campos;243;94;38.68
39092;Valdeolea;879;340;38.68
33048;Pesoz;137;53;38.69
10103;Jaraicejo;442;171;38.69
10094;Herrera de Alcántara;230;89;38.7
42216;Vizmanos;31;12;38.71
44164;Nogueras;31;12;38.71
37266;Redonda, La;62;24;38.71
44128;Jarque de la Val;62;24;38.71
22220;Sesa;155;60;38.71
27064;Vicedo, O;1601;620;38.73
40189;Santiuste de San Juan Bautista;529;205;38.75
9090;Castrillo Mota de Judíos;49;19;38.78
25153;Omellons, Els;196;76;38.78
24102;Noceda del Bierzo;606;235;38.78
37144;Galisancho;330;128;38.79
37173;Lumbrales;1503;583;38.79
16908;Pozorrubielos de la Mancha;183;71;38.8
10179;Talaveruela de la Vera;299;116;38.8
9476;Villoruebo;67;26;38.81
44042;Blancas;134;52;38.81
49131;Moralina;219;85;38.81
40180;Sangarcía;286;111;38.81
3131;Tormos;335;130;38.81
9091;Castrojeriz;755;293;38.81
32055;Paderne de Allariz;1350;524;38.81
9348;Santa Inés;152;59;38.82
1030;Lagrán;170;66;38.82
27048;Pontenova, A;2115;821;38.82
34133;Población de Cerrato;103;40;38.83
49170;Quintanilla de Urz;103;40;38.83
26022;Azofra;206;80;38.83
44016;Alfambra;479;186;38.83
24144;San Cristóbal de la Polantera;636;247;38.84
45120;Nuño Gómez;157;61;38.85
12130;Villahermosa del Río;489;190;38.85
9373;Sotresgudo;422;164;38.86
19038;Arbeteta;18;7;38.89
40014;Aldehorno;54;21;38.89
44002;Abejuela;54;21;38.89
44052;Calomarde;72;28;38.89
47152;Santa Eufemia del Arroyo;72;28;38.89
47180;Valdearcos de la Vega;72;28;38.89
37131;Frades de la Sierra;180;70;38.89
40121;Martín Muñoz de las Posadas;270;105;38.89
24031;Calzada del Coto;221;86;38.91
24001;Acebedo;185;72;38.92
32090;Vilar de Santos;786;306;38.93
2083;Villavaliente;208;81;38.94
32052;Nogueira de Ramuín;2062;803;38.94
12014;Ares del Maestrat;172;67;38.95
2047;Masegoso;136;53;38.97
27901;Baralla;2474;964;38.97
49174;Requejo;118;46;38.98
40210;Urueñas;100;39;39
32010;Beade;359;140;39
24172;Truchas;400;156;39
9448;Villangómez;223;87;39.01
44212;Seno;41;16;39.02
50091;Cuerlas, Las;41;16;39.02
42211;Villares de Soria, Los;82;32;39.02
49055;Cotanes del Monte;82;32;39.02
2049;Molinicos;820;320;39.02
39063;Rionansa;1030;402;39.03
37019;Aldearrodrigo;146;57;39.04
49016;Aspariegos;228;89;39.04
34071;Espinosa de Villagonzalo;169;66;39.05
49033;Camarzana de Tera;735;287;39.05
24087;Laguna Dalga;617;241;39.06
24211;Villamandos;279;109;39.07
10072;Eljas;860;336;39.07
50076;Castejón de las Armas;87;34;39.08
15020;Carnota;3813;1490;39.08
49220;Torre del Valle, La;133;52;39.1
5012;Amavida;133;52;39.1
45042;Casasbuenas;179;70;39.11
37109;Colmenar de Montemayor;179;70;39.11
16016;Almendros;248;97;39.11
15080;Sobrado;1756;687;39.12
27014;Corgo, O;3387;1325;39.12
16265;Villarejo de la Peñuela;23;9;39.13
50215;Pozuel de Ariza;23;9;39.13
19039;Argecilla;69;27;39.13
37017;Aldeanueva de Figueroa;253;99;39.13
37232;Paradinas de San Juan;391;153;39.13
10164;San Martín de Trevejo;718;281;39.14
24088;Laguna de Negrillos;1045;409;39.14
15044;Mañón;1239;485;39.14
22206;Sangarrén;212;83;39.15
13041;Fontanarejo;235;92;39.15
3029;Benigembla;539;211;39.15
10028;Berrocalejo;120;47;39.17
32063;Pobra de Trives, A;1963;769;39.17
26031;Bobadilla;97;38;39.18
49038;Casaseca de Campeán;97;38;39.18
24209;Villafranca del Bierzo;2693;1055;39.18
37062;Cabezabellosa de la Calzada;74;29;39.19
5010;Aldehuela, La;148;58;39.19
22029;Antillón;130;51;39.23
24063;Cubillas de Rueda;390;153;39.23
47069;Gallegos de Hornija;107;42;39.25
37373;Villavieja de Yeltes;693;272;39.25
31212;Sada;135;53;39.26
10217;Zarza de Montánchez;512;201;39.26
24159;Santa Marina del Rey;1755;689;39.26
49260;Villanueva del Campo;774;304;39.28
9201;Mamolar;28;11;39.29
16132;Mota de Altarejos;28;11;39.29
26100;Muro de Aguas;56;22;39.29
34048;Castil de Vela;56;22;39.29
44105;Fórnoles;84;33;39.29
50052;Bisimbre;84;33;39.29
19018;Alhóndiga;168;66;39.29
32061;Piñor;1150;452;39.3
12120;Torre d'en Doménec, la;173;68;39.31
37283;Sando;117;46;39.32
37130;Forfoleda;206;81;39.32
31219;Sansol;89;35;39.33
34175;Serna, La;89;35;39.33
19001;Abánades;61;24;39.34
22242;Valfarta;61;24;39.34
50274;Val de San Martín;61;24;39.34
5901;San Juan de Gredos;244;96;39.34
14020;Conquista;366;144;39.34
9248;Palazuelos de la Sierra;94;37;39.36
16029;Barchín del Hoyo;94;37;39.36
9140;Fuentenebro;132;52;39.39
49118;Milles de la Polvorosa;198;78;39.39
40149;Olombrada;490;193;39.39
33003;Amieva;594;234;39.39
3062;Daya Vieja;665;262;39.4
27008;Bóveda;1391;548;39.4
49177;Rionegro del Puente;236;93;39.41
44033;Báguena;269;106;39.41
15007;Baña, A;3304;1302;39.41
19066;Cañizar;71;28;39.44
37051;Berrocal de Salvatierra;71;28;39.44
19317;Villanueva de Alcorón;142;56;39.44
37077;Campo de Peñaranda, El;261;103;39.46
26055;Corporales;38;15;39.47
50186;Navardún;38;15;39.47
3130;Tollos;38;15;39.47
5119;Manjabálago y Ortigosa de Rioalmar;38;15;39.47
31095;Esparza de Salazar/Espartza Zaraitzu;76;30;39.47
50015;Alconchel de Ariza;76;30;39.47
19135;Hiendelaencina;114;45;39.47
37216;Navales;304;120;39.47
47118;Piñel de Abajo;157;62;39.49
9275;Presencio;195;77;39.49
37039;Bañobárez;276;109;39.49
33015;Caso;1443;570;39.5
12076;Matet;81;32;39.51
26025;Baños de Rioja;81;32;39.51
40089;Fuentesaúco de Fuentidueña;243;96;39.51
32047;Merca, A;1949;770;39.51
40130;Montejo de la Vega de la Serrezuela;124;49;39.52
24207;Villademor de la Vega;291;115;39.52
9027;Arraya de Oca;43;17;39.53
16169;Pozuelo, El;43;17;39.53
40009;Aldeanueva de la Serrezuela;43;17;39.53
50001;Abanto;86;34;39.53
34211;Villaherreros;215;85;39.53
26112;Ortigosa de Cameros;220;87;39.55
47135;Robladillo;91;36;39.56
37169;Larrodrigo;182;72;39.56
10214;Villar de Plasencia;230;91;39.57
37015;Aldea del Obispo;278;110;39.57
5262;Villarejo del Valle;326;129;39.57
15025;Cerdido;1026;406;39.57
9071;Carcedo de Bureba;48;19;39.58
37128;Espino de la Orbada;240;95;39.58
47102;Nueva Villa de las Torres;283;112;39.58
45011;Almendral de la Cañada;331;131;39.58
37370;Villaseco de los Reyes;293;116;39.59
9403;Valdeande;101;40;39.6
19090;Cobeta;101;40;39.6
24046;Castrocalbón;924;366;39.61
47215;Villamuriel de Campos;53;21;39.62
9249;Palazuelos de Muñó;53;21;39.62
34156;Riberos de la Cueza;53;21;39.62
37018;Aldeanueva de la Sierra;106;42;39.62
37353;Villalba de los Llanos;111;44;39.64
50139;Letux;333;132;39.64
9425;Vilviestre del Pinar;507;201;39.64
50195;Orcajo;58;23;39.66
31231;Torres del Río;116;46;39.66
37125;Escurial de la Sierra;232;92;39.66
3113;Rojales;17230;6833;39.66
10213;Villar del Pedroso;547;217;39.67
24042;Castilfalé;63;25;39.68
50171;Moneva;126;50;39.68
37194;Mogarraz;247;98;39.68
49226;Vadillo de la Guareña;252;100;39.68
47178;Urueña;199;79;39.7
19183;Milmarcos;68;27;39.71
37072;Calzada de Don Diego;136;54;39.71
37305;Sequeros;214;85;39.72
47200;Villaco;73;29;39.73
49082;Fuentes de Ropel;375;149;39.73
49206;Santibáñez de Vidriales;853;339;39.74
16901;Campos del Paraíso;674;268;39.76
9440;Villalbilla de Gumiel;88;35;39.77
9117;Cueva de Roa, La;93;37;39.78
9220;Miraveche;93;37;39.78
24058;Corbillos de los Oteros;181;72;39.78
22083;Castejón de Monegros;475;189;39.79
31096;Espronceda;108;43;39.81
24016;Benuza;452;180;39.82
45009;Aldeanueva de Barbarroya;457;182;39.82
32064;Pontedeva;462;184;39.83
9173;Huerta de Arriba;123;49;39.84
50106;Fayos, Los;128;51;39.84
37012;Alconada;138;55;39.86
24131;Riego de la Vega;715;285;39.86
32037;Xunqueira de Espadanedo;682;272;39.88
33001;Allande;1547;617;39.88
37355;Villanueva del Conde;178;71;39.89
12008;Algimia de Almonacid;248;99;39.92
50166;Mesones de Isuela;258;103;39.92
49108;Manganeses de la Lampreana;453;181;39.96
32092;Vilariño de Conso;518;207;39.96
14061;Santa Eufemia;703;281;39.97
6035;Castilblanco;848;339;39.98
27038;Ourol;978;391;39.98
26173;Villarroya;5;2;40
42052;Caracena;15;6;40
42156;Reznos;25;10;40
44020;Alpeñés;25;10;40
5070;Donvidas;30;12;40
19241;Romanillos de Atienza;30;12;40
5120;Marlín;35;14;40
40051;Castroserracín;35;14;40
26088;Leza de Río Leza;40;16;40
5081;Garganta del Villar;40;16;40
9354;Santa Olalla de Bureba;40;16;40
42187;Torrubia de Soria;55;22;40
44197;Ródenas;60;24;40
44236;Tronchón;60;24;40
42014;Aldehuelas, Las;60;24;40
9308;Redecilla del Campo;65;26;40
22235;Torres de Alcanadre;80;32;40
47091;Monasterio de Vega;80;32;40
9122;Espinosa de Cervera;80;32;40
31175;Mues;80;32;40
10038;Cachorrilla;90;36;40
22114;Gistaín;120;48;40
49229;Valdescorriel;125;50;40
26174;Villarta-Quintana;135;54;40
49006;Algodre;140;56;40
22075;Camporrélls;150;60;40
9262;Peral de Arlanza;170;68;40
5166;Navarredondilla;175;70;40
5117;Mamblas;195;78;40
37158;Herguijuela de la Sierra;230;92;40
9213;Merindad de Cuesta-Urria;270;108;40
49262;Villardeciervos;395;158;40
50293;Villarroya de la Sierra;425;170;40
49128;Morales de Rey;525;210;40
3006;Alcalalí;1375;550;40
32031;Esgos;1097;439;40.02
42181;Tardelcuende;417;167;40.05
33028;Ibias;1111;445;40.05
5101;Hoyocasero;327;131;40.06
24212;Villamañán;1066;427;40.06
50271;Used;267;107;40.07
16216;Tresjuncos;267;107;40.07
47207;Villagarcía de Campos;282;113;40.07
49146;Pego, El;282;113;40.07
27061;Trabada;1108;444;40.07
47058;Cuenca de Campos;197;79;40.1
24228;Villazala;606;243;40.1
12017;Ayódar;177;71;40.11
47062;Fombellida;182;73;40.11
6161;Zarza-Capilla;294;118;40.14
16049;Cañavate, El;137;55;40.15
9189;Junta de Traslaloma;122;49;40.16
31181;Navascués/Nabaskoze;122;49;40.16
16240;Vellisca;117;47;40.17
42171;Serón de Nágima;117;47;40.17
46142;Jalance;804;323;40.17
15079;Santiso;1461;587;40.18
5130;Mironcillo;107;43;40.19
31256;Hiriberri/Villanueva de Aezkoa;102;41;40.2
13048;Hinojosas de Calatrava;505;203;40.2
37356;Villar de Argañán;97;39;40.21
49099;Losacio;97;39;40.21
50075;Castejón de Alarba;87;35;40.23
9901;Quintanilla del Agua y Tordueles;343;138;40.23
49030;Bustillo del Oro;82;33;40.24
27049;Portomarín;1347;542;40.24
24019;Berlanga del Bierzo;323;130;40.25
47021;Bocigas;77;31;40.26
9019;Arandilla;154;62;40.26
5229;Santo Domingo de las Posadas;72;29;40.28
31116;Genevilla;72;29;40.28
44039;Bello;216;87;40.28
10159;Robledollano;288;116;40.28
45017;Azután;288;116;40.28
24198;Vega de Valcarce;556;224;40.29
37334;Valdelageve;67;27;40.3
16057;Carrascosa;62;25;40.32
37029;Anaya de Alba;186;75;40.32
43058;Figuera, La;119;48;40.34
50257;Torralba de Ribota;176;71;40.34
5190;Pozanco;57;23;40.35
5258;Villanueva de Gómez;114;46;40.35
19108;Durón;114;46;40.35
26110;Ojacastro;171;69;40.35
37261;Puente del Congosto;223;90;40.36
3016;Almudaina;109;44;40.37
47220;Villanueva de los Caballeros;161;65;40.37
42023;Alpanseque;52;21;40.38
47170;Torre de Peñafiel;52;21;40.38
34165;San Román de la Cuba;52;21;40.38
9138;Fuentelisendo;104;42;40.38
10071;Descargamaría;104;42;40.38
13003;Alamillo;463;187;40.39
50161;Manchones;99;40;40.4
49135;Muelas del Pan;589;238;40.41
9104;Cilleruelo de Arriba;47;19;40.43
16161;Piqueras del Castillo;47;19;40.43
12131;Villamalur;94;38;40.43
44219;Tornos;188;76;40.43
49132;Moreruela de los Infanzones;319;129;40.44
16264;Villarejo de Fuentes;408;165;40.44
27002;Alfoz;1543;624;40.44
34059;Cisneros;403;163;40.45
24060;Crémenes;534;216;40.45
49231;Vega de Tera;304;123;40.46
24055;Cimanes del Tejar;734;297;40.46
36014;Crecente;2014;815;40.47
5108;Junciana;42;17;40.48
16019;Altarejos;210;85;40.48
9067;Canicosa de la Sierra;415;168;40.48
49171;Quiruelas de Vidriales;630;255;40.48
50071;Campillo de Aragón;121;49;40.5
4004;Albanchez;674;273;40.5
47199;Villacid de Campos;79;32;40.51
19214;Peñalén;79;32;40.51
6032;Carrascalejo, El;79;32;40.51
13017;Anchuras;264;107;40.53
40071;Encinas;37;15;40.54
42217;Vozmediano;37;15;40.54
44249;Vallecillo, El;37;15;40.54
44090;Cucalón;74;30;40.54
50242;Sediles;111;45;40.54
27004;Baleira;1152;467;40.54
24099;Matanza;175;71;40.57
50002;Acered;138;56;40.58
47096;Morales de Campos;133;54;40.6
37061;Cabaco, El;234;95;40.6
15003;Aranga;1805;733;40.61
5226;Santa María de los Caballeros;64;26;40.63
5051;Carrera, La;160;65;40.63
34201;Vertavillo;160;65;40.63
50072;Carenas;187;76;40.64
39077;Santiurde de Reinosa;246;100;40.65
24026;Bustillo del Páramo;1075;437;40.65
24141;San Adrián del Valle;91;37;40.66
34228;Villanuño de Valdavia;91;37;40.66
37174;Macotera;1001;407;40.66
5008;Aldeaseca;209;85;40.67
36020;Agolada;2294;933;40.67
42055;Casarejos;145;59;40.69
19224;Pozo de Almoguera;113;46;40.71
24203;Villabraz;113;46;40.71
42161;Salduero;140;57;40.71
9181;Isar;280;114;40.71
10033;Cabañas del Castillo;393;160;40.71
27023;Guntín;2517;1025;40.72
24107;Pajares de los Oteros;248;101;40.73
42037;Bliecos;27;11;40.74
44023;Allueva;27;11;40.74
19259;Somolinos;27;11;40.74
40016;Aldeonte;54;22;40.74
5205;Sanchorreja;81;33;40.74
40106;Juarros de Voltoya;189;77;40.74
10050;Casar de Palomero;1021;416;40.74
24151;Santa Colomba de Curueño;503;205;40.76
47009;Amusquillo;103;42;40.78
10081;Gargüera;179;73;40.78
50275;Valmadrid;125;51;40.8
44038;Belmonte de San José;125;51;40.8
50031;Aranda de Moncayo;125;51;40.8
24041;Carucedo;495;202;40.81
27033;Muras;593;242;40.81
31190;Olejua;49;20;40.82
37301;Sardón de los Frailes;98;40;40.82
15084;Tordoia;3148;1285;40.82
33050;Ponga;573;234;40.84
9339;San Martín de Rubiales;142;58;40.85
34236;Villaturde;137;56;40.88
27050;Quiroga;3067;1254;40.89
36018;Forcarei;3166;1295;40.9
44204;Saldón;22;9;40.91
16276;Yémeda;22;9;40.91
37104;Cilleros de la Bastida;22;9;40.91
16071;Castillo-Albaráñez;22;9;40.91
42159;Rollamienta;44;18;40.91
16128;Monreal del Llano;44;18;40.91
37168;Lagunilla;440;180;40.91
37160;Hinojosa de Duero;594;243;40.91
3091;Murla;567;232;40.92
37088;Carrascal del Obispo;193;79;40.93
47163;Tiedra;281;115;40.93
32030;Entrimo;1102;451;40.93
32077;Sandiás;1124;460;40.93
47056;Corrales de Duero;105;43;40.95
37231;Parada de Rubiales;249;102;40.96
12068;Herbers;61;25;40.98
13021;Arroba de los Montes;410;168;40.98
2011;Ayna;605;248;40.99
37037;Atalaya, La;100;41;41
50263;Torrijo de la Cañada;200;82;41
24090;Lucillo;356;146;41.01
24028;Cabreros del Río;395;162;41.01
13055;Mestanza;656;269;41.01
49126;Moraleja de Sayago;295;121;41.02
19314;Viana de Jadraque;39;16;41.03
16910;Villar y Velasco;78;32;41.03
31003;Abaurregaina/Abaurrea Alta;117;48;41.03
32073;Rubiá;1372;563;41.03
37320;Tejeda y Segoyuela;95;39;41.05
24173;Turcia;967;397;41.05
37211;Narros de Matalayegua;207;85;41.06
34245;Villota del Páramo;302;124;41.06
37044;Barruecopardo;414;170;41.06
9044;Barrios de Colina;56;23;41.07
10192;Torremocha;740;304;41.08
42029;Baraona;129;53;41.09
49134;Muelas de los Caballeros;202;83;41.09
40062;Cubillo;73;30;41.1
50040;Badules;73;30;41.1
49115;Mayalde;163;67;41.1
19311;Valverde de los Arroyos;90;37;41.11
26095;Matute;90;37;41.11
33007;Boal;1401;576;41.11
22004;Agüero;141;58;41.13
31102;Ezkurra;141;58;41.13
24077;Gordaliza del Pino;248;102;41.13
32023;Castro Caldelas;1225;504;41.14
44018;Almohaja;17;7;41.18
16152;Parra de las Vegas, La;34;14;41.18
37157;Herguijuela de Ciudad Rodrigo;68;28;41.18
44065;Castejón de Tornos;68;28;41.18
9314;Revilla del Campo;102;42;41.18
42071;Cubo de la Solana;170;70;41.18
32088;Vilamartín de Valdeorras;1845;760;41.19
37339;Valero;301;124;41.2
49137;Navianos de Valverde;165;68;41.21
24226;Villaselán;182;75;41.21
42080;Espeja de San Marcelino;148;61;41.22
5100;Hornillo, El;262;108;41.22
32086;Viana do Bolo;2751;1134;41.22
26082;Laguna de Cameros;114;47;41.23
34129;Pino del Río;160;66;41.25
19054;Budia;206;85;41.26
10150;Portaje;366;151;41.26
19110;Escamilla;63;26;41.27
16247;Villalgordo del Marquesado;63;26;41.27
24081;Gusendos de los Oteros;126;52;41.27
49009;Andavías;424;175;41.27
47192;Ventosa de la Cuesta;109;45;41.28
50133;Lagata;109;45;41.28
5042;Cabezas de Alambre;155;64;41.29
43061;Forès;46;19;41.3
16067;Castejón;138;57;41.3
9038;Barbadillo del Mercado;138;57;41.3
5069;Donjimeno;75;31;41.33
49157;Pino del Oro;179;74;41.34
19244;Sacecorbo;104;43;41.35
37189;Membribe de la Sierra;104;43;41.35
19003;Adobes;29;12;41.38
19109;Embid;29;12;41.38
19169;Mantiel;29;12;41.38
19185;Miñosa, La;29;12;41.38
19193;Montarrón;29;12;41.38
9006;Aguas Cándidas;58;24;41.38
26146;Soto en Cameros;87;36;41.38
49014;Arquillinos;116;48;41.38
49192;San Miguel del Valle;116;48;41.38
37328;Trabanca;174;72;41.38
37345;Vega de Tirados;157;65;41.4
44092;Cuervo, El;99;41;41.41
37271;Rollán;338;140;41.42
40044;Carrascal del Río;140;58;41.43
9304;Rabé de las Calzadas;251;104;41.43
9025;Arija;111;46;41.44
49221;Torregamones;234;97;41.45
24176;Valdefuentes del Páramo;304;126;41.45
44211;Segura de los Baños;41;17;41.46
44111;Fuentes Calientes;82;34;41.46
